Feature.ID	B1_RPKM_fwd_RNA.Seq	B2_RPKM_fwd_RNA.Seq	B3_RPKM_fwd_RNA.Seq	B4_RPKM_fwd_RNA.Seq	B5_RPKM_fwd_RNA.Seq	B6_RPKM_fwd_RNA.Seq	B7_RPKM_fwd_RNA.Seq	B8_RPKM_fwd_RNA.Seq	B9_RPKM_fwd_RNA.Seq	B10_RPKM_fwd_RNA.Seq
ADCY8	0	0	0.234	0	0	1.023	0.191	0.092	0.437	0.23
ADCY9	0.696	0.738	0.162	0.177	0.339	0.452	0.541	0.803	0.493	0.477
ADCYAP1	0.025	0.096	0.059	0.075	0	0.533	0.207	0.412	0.581	0.171
ADCYAP1R1	0.025	0	0.175	0	0.008663	0.771	0.151	0.123	0.29	0.079
ADD1	29.883	38.014	21.496	21.856	16.506	6.208	13.988	6.913	9.164	43.589
ADD2	0.02	0.053	0.226	0	0	0.647	0.132	0.082	0.528	0.132
ADD3	46.665	48.114	11.816	11.258	13.082	5.174	16.751	13.372	8.252	33.939
ADGB	0.007648	0	0.2	0.009231	0.022	0.826	0.286	0.337	1.016	0.416
ADH1A	0.162	0.209	0.449	0.098	0.114	0.583	0.453	0.252	0.597	0.359
ADH1B	0.121	2.664	0.251	0.055	0.319	0.847	0.351	0.503	0.668	0.41
ADH1C	2.005	8.169	0.457	0	0.077	0.475	0.603	1.575	0.532	0.274
ADH4	0.225	0.38	0.534	0.099	0.23	1.236	0.475	0.327	0.962	0.42
ADH5	42.432	124.37	44.965	20.851	39.27	8.725	17.526	11.529	8.387	48.297
ADH6	2.059	6.963	0.384	0.081	0.322	1.395	0.469	0.251	1.379	0.373
ADH7	0.084	0.131	1.684	0.326	0	0.802	0.349	0.203	0.607	0.89
ADHFE1	3.309	0.695	1.877	2.5	0.24	1.752	2.564	2.961	1.241	0.948
ADI1	43.524	61.4	34.751	19.404	30.789	9.802	15.71	9.496	9.489	94.158
ADIG	0	0	0	0	0	0.681	0.204	0	0.291	0.087
ADIPOQ	0.00874	0	0.125	0	0.012	0.227	0.09	0.093	0.194	0.053
ADIPOR1	33.445	61.835	32.788	29.568	13.591	7.393	20.488	16.769	7.055	41.213
ADIPOR2	6.092	11.459	7.466	6.293	5.904	2.028	3.044	3.688	2.655	9.293
ADK	9.306	16.265	6.699	7.448	6.492	2.365	5.419	2.743	3.674	9.86
ADM	4.858	7.353	42.981	6.673	6.132	1.809	3.389	2.867	6.493	2.51
ADM2	0.028	0	0.067	0.023	0.08	0.123	0.037	0.076	0.079	0.026
ADNP	29.899	28.683	29.957	23.778	32.388	4.932	13.49	39.036	8.721	46.896
ADNP2	6.067	5.292	6.315	5.311	3.816	2.433	3.267	1.923	1.601	11.215
ADO	5.454	8.802	4.981	3.186	3.9	1.596	3.072	1.333	1.774	11.728
ADORA1	0.028	0.043	0.165	0	0	0.419	0.089	0.148	0.23	0.054
ADORA2A	0.063	0.22	0.15	0.076	0.022	0	0.143	0.126	0.131	0.149
ADORA2B	0.3	3.358	6.118	2.824	0.363	0.464	0.915	0.401	0.356	0.87
ADORA3	0.107	0.184	0.282	0.215	0.033	0.872	0.567	0.142	0.69	0.198
ADPGK	7.779	10.261	7.249	7.06	7.612	1.776	4.961	5.608	4.245	14.768
ADPRH	0.624	1.239	0.224	0.483	0.364	0.711	0.562	0.722	0.619	0.424
ADPRHL1	0.354	0.461	0.133	0.112	0.052	0.08	0.216	0.174	0.258	0.31
ADPRHL2	6.053	9.562	6.138	4.476	5.793	2.274	2.75	4.882	1.722	6.334
ADPRM	2.505	3.84	2.026	1.319	2.364	0.461	1.721	1.066	1.918	2.411
ADRA1A	0	0.018	0.189	0	0	1.178	0.249	0.076	0.629	0.12
ADRA1B	0	0	0.043	0	0	0.078	0.046	0.024	0.05	0.009962
ADRA1D	0	0	0.072	0	0	0.131	0.098	0.02	0.084	0.008423
ADRA2A	0.031	0.291	0.05	0.025	0.103	0.045	0.081	1.448	0.26	0.07
ADRA2B	0.074	0.038	0.059	0.12	0.017	0.054	0.176	2.825	0.103	0.048
ADRA2C	0	1.088	0.196	0.025	0	0.179	0.08	0.028	0	0.183
ADRB1	1.216	0.81	5.407	0.188	0.04	0.489	0.256	0.075	0.196	1.263
ADRB2	1.744	1.841	2.495	0.383	0.837	0.685	0.409	0.396	0.548	0.792
ADRB3	0	0	0.073	0	0	0.066	0.039	0	0.127	0.008483
ADRBK1	6.907	10.536	8.818	10.35	7.045	3.096	3.534	6.36	2.764	11.064
ADRBK2	3.833	4.125	1.815	1.132	0.698	1.447	1.529	1.895	1.224	3.583
ADRM1	7.775	14.185	10.329	8.272	8.959	2.612	4.797	4.262	1.754	11.203
ADSL	14.606	24.428	13.941	11.233	10.773	5.025	7.511	8.033	4.509	16.471
ADSS	26.468	69.654	23.216	26.768	16.993	6.533	15.68	10.841	7.287	31.188
ADSSL1	2.667	1.267	1.434	0.047	0.192	1.514	0.553	1.35	0.862	0.54
ADTRP	2.178	3.643	0.466	0.21	0.092	1.035	0.787	1.655	1.085	1.088
AEBP1	1.14	1.275	0.188	0.395	0.293	0.214	0.755	0.78	0.467	0.924
AEBP2	8.535	8.569	8.987	6.727	4.796	1.655	4.696	3.475	2.314	12.037
AEN	1.545	2.333	1.388	1.52	1.426	0.393	1.274	0.554	0.683	1.499
AES	49.786	50.35	22.012	27.293	24.36	9.085	21.187	14.467	12.336	33.006
AFAP1	2.515	1.468	0.891	0.145	1.144	0.742	1.109	1.507	0.793	4.196
AFAP1L1	1.21	1.666	0.479	0.359	0.892	0.581	0.422	0.499	0.665	1.37
AFAP1L2	0.682	2.459	0.483	0.467	0.487	0.308	0.644	0.746	0.451	0.712
AFF1	17.681	19.32	13.869	10.004	9.556	2.718	8.991	11.786	5.433	17.725
AFF2	0.029	0.104	0.069	0.014	0.004101	0.403	0.094	0.163	0.347	0.116
AFF3	0.217	0.198	0.117	0.042	0.028	0.468	0.413	0.085	0.573	0.246
AFF4	20.313	27.528	25.171	13.288	11.742	4.141	10.972	9.174	6.033	22.054
AFG3L2	19.819	35.017	22.882	20.01	13.596	5.392	11.819	9.987	6.492	20.495
AFM	0.02	0	0.241	0	0	1.05	0.314	0.621	1.01	0.607
AFMID	4.173	7.039	2.368	2.91	4.145	1.102	1.946	1.67	1.797	3.217
AFP	0	0	0.236	0	0	0.688	0.54	0.372	1.543	0.453
AFTPH	20.445	37.657	20.205	12.954	15.496	4.831	9.817	13.174	6.708	35.119
AGA	10.87	20.414	10.283	6.037	5.092	4.488	3.378	5.08	2.929	7.933
AGAP1	1.858	3.402	1.251	0.778	1.188	0.815	1.227	2.255	0.857	2.89
AGAP10	0.894	0.532	0.531	0.622	1.234	0.223	0.399	0.756	0.428	0.439
AGAP11	7.232	2.821	8.59	14.673	5.145	2.991	8.113	4.497	4.189	8.156
AGAP2	0.179	0.607	0.347	0.794	0.327	0.66	0.3	0.133	0.497	0.586
AGAP3	7.211	9.009	1.692	6.266	5.042	1.813	4.057	1.457	2.134	10.019
AGAP4	0.216	0.464	0.316	0.442	1.031	0.072	0.43	0.089	0.138	0.471
AGAP5	1.884	1.085	1.941	1.852	1.902	1.297	1.873	1.201	1.016	1.481
AGAP6	1.897	1.063	1.526	2.766	3.041	0.82	2.356	0.934	2.061	0.996
AGAP7	0.15	0.363	0.318	0.101	0.188	0.506	0.281	0.201	0.555	0.213
AGAP8	0.017	0	0	0	0	0	0	0.045	0	0.019
AGAP9	1.763	1.103	1.53	2.271	2.482	0.293	1.926	0.181	0.61	0.668
AGBL1	0	0	0.22	0	0	1.301	0.224	0.232	1.635	0.36
AGBL2	0.788	0.419	0.535	0.394	0.254	0.827	0.436	0.315	0.779	0.287
AGBL3	0.699	0.16	0.816	0.276	1.209	1.632	0.828	0.58	1.078	0.47
AGBL4	0.014	0	0.161	0.016	0.019	1.345	0.35	0.469	1.162	0.316
AGBL5	3.784	5.415	4.309	2.421	4.008	2.231	2.141	1.906	1.629	5.387
AGER	0.662	0	0.466	1.007	0.38	0.212	0.539	0.753	0.204	0.245
AGFG1	6.121	7.43	4.224	2.889	6.427	1.98	5.16	4.02	2.256	8.894
AGFG2	0.538	2.384	0.639	0.457	0.698	0.763	0.608	0.897	0.931	1.139
AGGF1	13.405	19.528	10.53	6.704	7.743	3.682	5.248	4.667	4.049	8.974
AGK	3.831	4.799	6.342	5.108	6.387	1.554	3.09	4.261	2.029	6.518
AGL	10.276	19.029	13.158	5.943	7.86	1.723	6.199	9.396	3.326	13.467
AGMAT	1.039	1.927	0.122	1.208	1.625	0.554	0.431	0.53	0.497	0.555
AGMO	1.798	0.557	0.116	0.414	0	0.706	1.076	0.109	0.543	0.181
AGPAT1	2.717	5.637	4.18	2.145	2.55	1.624	1.831	2.233	1.75	1.555
AGPAT2	3.973	13.36	1.49	2.587	2.502	1.016	4.488	7.04	0.796	1.262
AGPAT3	8.191	12.356	8.115	7.677	8.015	1.851	4.94	3.11	2.593	9.744
AGPAT4	0.442	0.215	0.366	0.645	0.477	0.688	0.663	0.377	0.711	0.145
AGPAT5	9.371	8.353	6.335	5.996	6.044	3.133	3.358	1.348	1.967	7.486
AGPAT6	4.911	6.029	3.244	5.162	5.984	2.05	2.914	3.343	1.722	6.786
AGPAT9	0.069	2.487	1.118	0.15	0.039	1.076	0.375	0.554	0.92	0.461
AGPHD1	1.205	1.724	1.468	2.537	2.437	1.602	1.397	1.855	1.455	0.686
AGPS	7.801	12.984	9.304	4.956	5.662	1.961	4.444	9.326	2.396	10.587
AGR2	257.359	513.163	757.633	130.051	13.616	68.628	142.64	54.831	51.386	485.499
AGR3	0.108	0.668	0.128	0	0	0.233	0.348	0.144	0.597	0.21
AGRN	5.881	9.256	4.237	6.072	4.299	2.6	4.378	8.44	3.929	17.333
AGRP	0	0	0	0	0	0.229	0	0	0	0.029
AGT	0.031	0.024	0.074	0.113	0.044	0.203	0.162	0.042	0.26	0.174
AGTPBP1	3.717	5.928	2.305	3.194	4.408	0.514	2.577	4.933	0.938	1.494
AGTR1	0.031	0.39	0.037	0.019	0	0.544	0.183	0.147	0.697	0.21
AGTR2	0.042	0	0.066	0	0	0.06	0.09	0.074	0.155	0.085
AGTRAP	1.359	2.595	2.253	1.45	2.892	0.819	1.265	1.602	0.525	2.824
AGXT	0	0	0.06	0	0	0.219	0	0.034	0.14	0.014
AGXT2	0	0	0.36	0	0	0.291	0.261	0.292	0.605	0.224
AGXT2L1	0.019	0	0	0	0	0.651	0.316	0.151	0.678	0.136
AGXT2L2	4.321	2.677	3.103	2.256	1.698	0.521	3.296	2.305	1.113	1.138
AHCTF1	11.501	20.167	19.761	17.371	11.744	3.34	7.165	6.081	4.048	13.374
AHCY	12.29	24.792	9.808	8.85	18.065	2.135	6.052	9.481	6.002	10.104
AHCYL1	15.913	25.041	16.289	9.387	13.964	4.327	7.087	9.872	5.749	18.147
AHCYL2	2.563	2.115	2.545	2.366	1.804	1.543	1.664	1.055	1.376	3.051
AHDC1	0.467	0.386	0.281	0.534	0.368	0.323	0.458	0.216	0.345	0.349
AHI1	6.956	5.026	7.137	3.891	8.131	1.63	6.076	6.833	2.355	5.772
AHNAK	129.504	106.065	91.055	67.844	9.033	21.167	36.501	56.599	23.711	136.705
AHNAK2	0.38	0.301	0.283	0.043	0.006219	0.363	0.094	0.088	0.269	0.066
AHR	86.279	121.229	102.064	50.895	72.793	14.492	55.352	31.23	29.726	160.128
AHRR	0.107	0.199	0.17	0.026	0.06	0.185	0.194	0.276	0.237	0.218
AHSA1	43.897	102.467	37.345	31.426	19.853	13.233	20.411	18.768	11.92	52.72
AHSA2	14.202	2.812	10.527	14.21	19.637	1.672	14.133	8.135	4.73	6.727
AHSG	0	0	0.122	0	0	0.778	0.033	0.069	0.712	0.086
AHSP	0	0	0	0	0	1.727	0.31	0.107	1.549	0
AICDA	0	0.022	0.034	0	0	0.751	0.131	0.058	0.521	0.064
AIDA	11.104	21.995	13.109	5.15	6.518	3.663	4.327	4.487	4.136	12.788
AIF1	0.547	2.706	0.743	0.598	0.697	1.689	1.649	0.591	1.155	0.723
AIF1L	0.219	10.02	0.383	0.181	0.113	0.249	0.134	0.184	0.414	0.217
AIFM1	4.364	6.856	4.371	5.057	4.638	1.826	2.81	2.238	1.893	4.768
AIFM2	1.705	3.915	1.331	1.983	2.734	0.968	1.479	1.743	0.862	1.803
AIFM3	0.384	0.446	0.532	0.406	0.856	0.484	0.765	0.299	0.842	1.99
AIG1	85.853	118.419	16.654	14.032	14.188	15.395	23.461	7.947	14.879	39.17
AIM1	33.296	33.895	4.479	15.503	12.948	5.322	8.321	1.743	6.065	14.347
AIM1L	0.895	1.804	0.935	1.248	1.325	0.466	0.667	1.265	1.025	2.312
AIM2	4.526	0.549	30.245	2.336	0.077	9.422	0.845	0.691	2.264	1.574
AIMP1	18.138	28.52	18.98	12.983	11.3	3.591	8.25	4.98	4.911	25.822
AIMP2	4.746	14.755	7.963	4.206	5.7	1.864	3.128	3.718	1.929	6.3
AIP	7.842	14.486	7.483	5.03	5.867	1.701	2.839	2.888	1.272	9.743
AIPL1	0.014	0.021	0.032	0.049	0	0.118	0.123	0.018	0.151	0.03
AIRE	0.035	0	0	0	0	0.152	0.068	0.047	0.049	0
AJAP1	1	0.378	0.087	0.044	0.052	0.422	0.567	0.065	0.068	0.047
AJUBA	3.077	3.419	5.345	2.654	0.816	1.068	2.993	0.898	2.147	10.695
AK1	0.304	0.857	0.212	0.366	1.634	0	0.784	1.357	0.395	0.159
AK2	8.996	17.317	8.943	10.754	14.509	3.277	5.471	5.85	3.705	9.577
AK3	17.734	21.654	14.036	8.959	5.989	1.059	8.149	8.393	3.732	8.186
AK4	1.4	1.509	6.557	0.182	0.244	1.209	0.658	0.321	1.023	0.224
AK5	0.093	0.853	0.288	0.023	0.053	0.726	0.157	0.299	0.465	0.129
AK7	0.049	0.361	0.291	0.015	0.035	1.059	0.332	0.294	0.577	0.191
AK8	0.058	0.179	0.137	0	0.081	0.249	0.223	0.307	0.532	0.075
AKAP1	6.87	16.326	9.314	6.502	10.661	2.885	4.536	8.456	2.425	12.002
AKAP10	8.09	9.653	7.511	7.905	7.602	1.197	6.641	2.081	3.467	12.022
AKAP11	11.004	11.53	14.717	13.36	8.842	2.59	6.809	10.35	3.353	15.354
AKAP12	4.06	4.157	0.186	1.256	1.996	1.412	0.826	3.278	1.211	3.278
AKAP13	15.349	14.468	7.269	7.196	5.748	3.687	6.911	7.193	5.087	14.737
AKAP14	0.044	0	0.21	0	0	1.147	0.286	0.059	0.123	0.074
AKAP17A (NC_000023 1710485..1721413)	1.336	1.445	1.108	1.491	1.615	0.327	0.407	0.756	0.837	1.889
AKAP17A (NC_000024 1660485..1671413)	1.588	1.503	1.168	1.643	1.473	0.762	0.537	0.655	0.628	2.113
AKAP2	0.017	0.591	0	0	0.008023	0	0	0	0	0.006326
AKAP3	0.147	0.249	0.223	0.016	0.189	1.273	0.156	0.125	0.742	0.491
AKAP4	0	0	0.128	0	0.019	0.465	0.122	0.108	0.335	0.075
AKAP5	0.175	0.551	0.311	0.218	0.132	0.539	0.314	0.482	0.501	0.336
AKAP6	0.027	0.205	0.426	0.085	0.027	0.623	0.277	0.291	0.819	0.21
AKAP7	2.782	6.519	7.664	1.058	1.448	2.424	2.008	0.873	2.265	1.252
AKAP8	7.651	10.259	8.925	8.256	6.832	2.318	4.881	3.609	2.75	10.502
AKAP8L	8.918	13.014	8.047	9.909	11.612	3.142	7.364	8.116	4.98	8.126
AKAP9	33.485	32.897	24.754	23.473	21.813	4.529	13.212	16.156	7.18	39.9
AKD1	2.084	2.282	0.445	0.873	1.644	1.458	1.487	1.264	1.513	1.689
AKIP1	3.774	6.181	4.335	2.875	3.614	1.737	2.756	1.485	1.284	3.382
AKIRIN1	10.597	14.024	7.263	5.535	7.334	2.052	6.554	8.095	3.533	11.631
AKIRIN2	4.9	6.325	3.781	5.813	2.86	0.362	2.92	1.983	1.275	7.02
AKNA	1.605	1.858	0.221	1.011	1.103	0.308	1.584	1.132	0.622	1.538
AKNAD1	0.013	0	0.251	0	0.019	1.141	0.341	0.194	0.768	0.088
AKR1A1	17.028	37.682	18.188	16.751	20.043	5.863	9.324	11.542	5.813	14.951
AKR1B1	1.187	22.19	3.987	2.026	15.645	2.25	2.691	4.515	4.246	22.952
AKR1B10	0	3.338	0.181	0.061	0.143	1.643	0.458	0.406	1.263	0.521
AKR1B15	0.05	0.231	1.124	0.21	0.21	5.055	1.222	0.498	3.446	0.995
AKR1C1	15.461	38.266	9.897	18.236	8.219	5.196	11.895	6.495	8.284	23.269
AKR1C2	18.691	54.166	62.37	2.902	22.174	10.765	36.679	3.051	15.307	111.1
AKR1C3	18.533	103.47	17.28	0.419	33.023	13.681	16.306	19.946	10.182	25.902
AKR1C4	0	0	0.403	0	0	1.32	0.57	0.543	1.691	0.32
AKR1D1	0.015	0	0.071	0.036	0	0.838	0.212	0.139	0.703	0.174
AKR1E2	0.123	0.153	2.866	0.832	7.904	1.383	0.509	14.547	1.159	2.159
AKR7A2	3.368	9.021	4.183	2.014	4.328	1.201	1.596	3.626	1.24	4.253
AKR7A3	0.163	0.404	0.62	0.551	0.275	0	0.126	0.261	0.451	0.054
AKT1	11.394	14.409	14.436	7.83	7.573	3.012	5.419	10.495	3.482	13.58
AKT1S1	1.939	2.336	1.299	1.72	1.563	0.43	1.091	1.282	1.468	3.201
AKT2	2.679	4.304	2.249	2.792	3.149	0.66	1.676	1.334	0.951	4.33
AKT3	1.83	2.262	0.38	0.492	0.605	0.928	0.719	1.463	0.732	0.789
AKTIP	8.521	18.305	7.094	7.384	8.177	3.539	7.453	5.779	4.99	23.293
ALAD	3.445	9.234	1.268	2.01	1.95	0.714	1.674	1.288	0.844	1.834
ALAS1	8.729	47.949	10.387	15.633	25.365	4.776	11.228	25.194	6.029	42.5
ALAS2	0.019	0.029	0.09	0	0.107	0.983	0.073	0.126	0.157	0.137
ALB	0	0	0.128	0	0.025	1.244	0.442	0.552	0.798	0.31
ALCAM	42.178	36.541	48.515	6.067	2.77	4.578	11.096	3.715	3.971	5.135
ALDH16A1	0.808	1.937	1.176	1.226	1.174	0.506	0.605	0.816	0.685	1.468
ALDH18A1	8.073	18.296	12.322	7.882	10.263	2.473	4.707	5.297	4.237	15.374
ALDH1A1	0.939	45.026	0.365	0.103	0.361	1.402	0.684	0.865	1.182	0.635
ALDH1A2	0.788	0.297	0.81	0.861	0.54	0.644	0.385	4.956	0.767	0.993
ALDH1A3	1.273	5.79	2.832	2.402	2.102	1.95	3.616	2.392	2.114	4.547
ALDH1B1	2.346	3.899	2.442	2.131	1.466	0.626	1.838	1.107	0.657	1.682
ALDH1L1	14.173	37.221	0.492	0.167	2.123	4.227	5.188	0.123	0.51	7.872
ALDH1L2	0.091	0.175	0.178	0.084	0.06	0.394	0.249	0.229	0.847	0.322
ALDH2	1.08	4.35	0.14	0.901	0.138	1.697	0.507	0.602	0.761	0.523
ALDH3A1	0.143	5.47	3.023	0.173	0.227	0	0.324	0	0.347	0.497
ALDH3A2	3.827	18.341	10.497	1.799	7.709	1.187	2.812	1.015	1.463	6.184
ALDH3B1	2.044	2.567	0.262	0.167	0.058	0.477	0.606	0.184	0.268	0.743
ALDH3B2	0.105	2.587	0.071	1.235	1.885	0.455	0.544	3.993	0.666	5.202
ALDH4A1	1.672	5.968	1.825	1.241	3.022	1.22	2.203	1.055	0.907	2.257
ALDH5A1	5.282	6.473	4.666	6.725	3.404	2.197	2.789	2.985	2.166	6.172
ALDH6A1	11.305	10.134	5.371	4.832	4.122	1.921	3.566	2.471	2.001	6.634
ALDH7A1	0.197	5.434	0.35	3.126	1.258	0.673	2	4.033	0.93	0.227
ALDH8A1	0.301	0.123	0.564	0.134	0.111	1.093	0.47	0.464	0.613	0.632
ALDH9A1	18.368	34.319	22.451	8.614	8.521	4.824	7.711	18.473	4.301	17.452
ALDOA	42.504	123.767	93.635	60.982	31.686	14.316	22.611	33.647	20.815	74.469
ALDOB	0.033	0	0.238	0	0.023	0.504	0.28	0.067	0.739	0.148
ALDOC	1.936	10.856	6.694	1.42	2.415	2.011	1.582	4.379	1.967	3.618
ALG1	1.676	2.533	1.954	1.564	0.753	0.933	1.301	0.768	1.367	2.688
ALG10	2.833	3.106	2.335	1.14	2.349	0.615	1.336	1.363	1.146	4.164
ALG10B	3.229	3.882	2.175	1.532	3.132	1.475	1.53	1.917	1.045	3.858
ALG11	4.89	5.937	3.934	6.492	2.864	1.908	3.442	1.199	2.489	7.432
ALG12	2.47	3.404	2.064	1.892	1.103	0.883	1.584	1.159	0.896	3.167
ALG13	5.82	2.88	6.707	3.359	6.365	1.546	4.242	2.194	2.158	3.176
ALG14	3.828	8.657	2.455	2.726	2.155	1.653	2.471	4.134	2.013	3.994
ALG1L	2.372	1.837	1.983	1.06	0.557	0.949	1.588	0.351	0.851	1.243
ALG1L2	0.209	0.259	0.298	0.101	0.118	0.902	0.809	0.167	0.578	0.394
ALG2	8.277	11.471	3.43	4.866	4.065	0.803	4.135	4.595	1.583	7.506
ALG3	2.671	4.069	2.255	2.744	2.237	0.572	1.824	2.031	1.466	4.263
ALG5	15.897	32.729	11.083	18.945	12.245	9.358	9.682	14.666	6.643	22.195
ALG6	2.568	4.183	3.706	3.491	4.849	1.244	2.092	2.161	1.03	2.911
ALG8	6.755	8.845	6.562	3.95	6.797	1.203	4.196	5.015	3.406	8.361
ALG9	3.053	3.056	2.365	2.403	2.153	0.813	1.842	2.501	1.378	3.965
ALK	0.032	0	0.199	0.007794	0.009091	0.474	0.15	0.095	0.518	0.104
ALKBH1	2.175	2.788	1.859	1.662	1.168	1.217	1.455	1.941	1.213	2.059
ALKBH2	5.104	8.377	4.657	3.182	5.757	0.438	2.924	2.028	1.684	6.472
ALKBH3	7.426	7.03	6.799	6.473	5.481	2.673	4.428	3.164	2.784	4.193
ALKBH4	1.068	1.536	0.816	0.53	0.779	0.577	0.394	0.763	0.475	1.588
ALKBH5	11.004	18.086	13.938	5.034	5.755	1.171	5.431	13.653	3.425	17.001
ALKBH6	1.408	0.898	1.574	1.649	2.74	0.358	1.23	1.215	0.344	1.425
ALKBH7	3.344	6.639	2.166	1.394	2.824	0.525	1.609	0.486	0.421	2.666
ALKBH8	4.556	4.53	4.136	2.401	2.451	0.731	3.031	1.963	1.322	4.676
ALLC	0	0	0.067	0.034	0	0.847	0.362	0.224	0.62	0.28
ALMS1	5.952	5.51	5.117	3.522	10.601	1.528	4.265	10.492	2.427	4.872
ALOX12	0.172	0.532	0.815	0.124	0.797	0.296	0.199	0.16	0.522	0.114
ALOX12B	0.016	0.05	0.192	0	0	0.419	0.167	0.129	0.134	0.036
ALOX15	0.226	0.56	1.074	0.237	0.446	0.912	0.214	0.281	0.835	2.627
ALOX15B	0.149	0.092	9.413	0.288	0	0.322	0.096	0	0.289	1.306
ALOX5	33.934	50.435	8.969	24.006	9.007	2.73	27.212	4.572	7.872	37.596
ALOX5AP	0.255	1.48	0.832	0.538	0.135	1.101	0.699	0.425	1.235	0.619
ALOXE3	0.023	0	0.111	0.184	0.016	0.202	0.166	0.094	0.357	0.215
ALPI	0	0	0.151	0	0	0.274	0.041	0.021	0.088	0.026
ALPK1	5.999	4.369	4.29	3.855	2.71	1.805	4.21	1.144	2.355	6.345
ALPK2	0.017	0.077	0.211	0.033	0.031	0.909	0.229	0.103	0.874	0.212
ALPK3	0.033	0.62	0.106	0.152	0.11	0.592	0.148	0.376	0.359	0.2
ALPL	0.499	0.724	0.148	0.207	0.176	0.673	0.543	0.229	0.906	0.251
ALPP	0.014	0	0	0.034	0	0.305	0.036	0.019	0.078	0.862
ALPPL2	0	0	0.077	0	0	0.07	0.063	0	0.045	0.054
ALS2	2.488	4.793	2.915	1.188	3.107	1.194	1.998	1.772	1.477	3.335
ALS2CL	3.17	4.345	2.871	4.753	4.72	1.018	6.753	1.419	2.231	4.029
ALS2CR11	0.06	0.017	0.921	0.059	0.00769	0.684	0.226	1.063	0.847	0.361
ALS2CR12	0.161	0.342	0.525	0.049	0.34	1.736	0.311	0.509	0.779	0.435
ALS2CR8	2.441	2.277	1.794	0.391	1.87	1.194	2.351	0.567	0.877	1.239
ALX1	0	0	1.188	0.038	0	3.106	0.242	0.5	0.866	0.382
ALX3	0	0	0.065	0	0	0.236	0.106	0.073	0.379	0.182
ALX4	0.007402	0	0.105	0	0	0.256	0.076	0.049	0.164	0.033
ALYREF	14.826	26.622	15.332	14.289	21.391	5.257	8.096	13.033	5.309	31.932
AMACR	4.393	12.676	12.845	2.083	3.075	1.616	1.823	8.804	2.573	13.994
AMBN	0	0	0.384	0	0	1.047	0.313	0.512	1.062	0.381
AMBP	0	0.524	0.067	0	0	0.853	0.073	0.376	0.781	0.031
AMBRA1	2.867	3.085	2.547	3.865	2.434	1.197	2.967	2.257	1.515	1.947
AMD1	10.549	24.438	9.58	8.379	11.954	3.014	5.055	5.867	4.649	15.444
AMDHD1	0	0.029	0.09	0	0.027	0.245	0.245	0.152	0.472	0.242
AMDHD2	0.62	0.961	1.473	1.005	0.299	0.077	0.549	0.284	0.589	0.757
AMELX	0.097	0	0	0	0	0.419	0.313	0.065	0.134	0.134
AMELY	0	0	0.12	0	0	1.09	0.065	0	0.419	0.14
AMFR	12.025	19.498	11.159	4.924	5.332	3.301	5.123	4.616	3.018	18.151
AMH	0.02	0	0	0.024	0.31	0	0	0.348	0	0.122
AMHR2	0.022	0	0.052	0	0	0.563	0.028	0.116	0.902	0.024
AMICA1	0.335	3.69	0.757	0.182	0.968	0.869	0.433	0.47	1.207	0.428
AMIGO1	0.737	0.964	1.128	0.178	0.369	0.637	0.444	0.873	0.635	1.109
AMIGO2	9.144	21.525	37.558	16.277	13.969	8.228	3.874	5.285	1.956	21.608
AMIGO3	0.191	0.169	1.132	0.394	0.307	0.235	0.211	0.399	0.113	0.287
AMMECR1	2.74	6.345	5.32	2.91	4.406	1.864	1.238	1.416	1.763	3.874
AMMECR1L	3.776	4.695	2.755	3.556	2.205	1.39	2.361	2.055	1.711	4.186
AMN	0.364	0.282	0.679	0.376	0	0	0.201	0.173	0.072	0.087
AMN1	2.799	4.812	2.05	1.504	2.672	1.325	1.436	0.895	1.699	4.395
AMOT	0.52	7.357	1.288	0.106	1.912	0.876	0.361	2.586	0.652	0.28
AMOTL1	5.125	10.732	4.187	2.827	3.595	1.301	2.519	2.902	2.676	10.415
AMOTL2	1.502	4.074	0.694	1.822	1.326	0.842	0.702	1.7	1.034	4.595
AMPD1	0.017	0	0.399	0	0	1.162	0.304	0.112	1.117	0.168
AMPD2	1.509	2.824	1.913	2.528	1.838	0.476	0.996	0.554	0.728	2.635
AMPD3	2.266	3.289	3.159	1.061	1.087	0.957	1.339	0.972	1.069	1.051
AMPH	0.083	0.128	0.337	0.014	0.033	0.765	0.473	0.252	0.752	0.301
AMT	3.62	4.127	5.063	0.887	0.673	0.635	2.681	0.294	0.763	2.743
AMTN	0.041	0.063	0.096	0	0	1.755	0.367	0.054	0.787	0.473
AMY1A	0.02	0	0.048	0	0	0.95	0.516	0.32	2.381	0.832
AMY1B	0.044	0	0.261	0.027	0	0.571	0.256	0.176	0.244	0.073
AMY1C	0.044	0	0.517	0.026	0.031	0.846	0.618	1.131	2.108	0.809
AMY2A	0	0	0.589	0	0	1.178	0.48	0.86	2.196	0.784
AMY2B	6.53	8.908	6.918	0.537	0.731	1.843	6.803	1.113	1.335	1.75
AMZ1	0.009164	0	0.152	0.033	0.039	0.198	0.059	0.086	0.279	0.031
AMZ2	17.164	24.657	19.804	6.56	20.97	5.561	11.424	7.303	5.996	26.526
ANAPC1	8.509	11.034	6.945	8.875	7.76	2.327	6.145	4.924	4.01	12.121
ANAPC10	3.542	5.712	4.675	2.725	3.762	1.253	2.568	2.238	1.72	8.899
