Feature.ID	B13_FFPE_T1gIII_Total_Exon_Reads_fwd_RNA.Seq	B13_FF_T1gIII_Total_Exon_Reads_fwd_RNA.Seq	B11_FFPE_TagII_Total_Exon_Reads_fwd_RNA.Seq	B11_FF_TagII_Total_Exon_Reads_fwd_RNA.Seq	B11_FFPE_T2gII_Total_Exon_Reads_fwd_RNA.Seq	B11_FF_T2gII_Total_Exon_Reads_fwd_RNA.Seq	B12_FFPE_TagII_Total_Exon_Reads_fwd_RNA.Seq	B12_FF_TagII_Total_Exon_Reads_fwd_RNA.Seq	B12_FFPE_T1gII_Total_Exon_Reads_fwd_RNA.Seq	B12_FF_T1gII_Total_Exon_Reads_fwd_RNA.Seq	B14_FFPE_TagII_Total_Exon_Reads_fwd_RNA.Seq	B14_FF_TagII_Total_Exon_Reads_fwd_RNA.Seq	B14_FFPE_T1gIII_Total_Exon_Reads_fwd_RNA.Seq	B14_FF_T1gIII_Total_Exon_Reads_fwd_RNA.Seq	B15_FF_T2grIII_Total_Exon_Reads_fwd_RNA.Seq	B15_FFPE_T2grIII_Total_Exon_Reads_fwd_RNA.Seq
IKBKAP	4	334	5	145	12	1779	124	1836	16	1240	37	2557	37	3149	2628	40
IKBKB	11	602	17	876	30	3347	203	1890	14	768	78	5225	41	3551	11020	233
IKBKE	2	257	2	75	6	511	34	576	4	428	9	1131	7	850	419	9
IKBKG	4	183	3	65	8	779	51	452	4	466	15	715	13	762	643	9
IKZF1 (NC_000007 50344377..50367358)	0	5	0	1	0	53	0	4	0	0	1	71	0	10	19	0
IKZF1 (NC_000007 50444230..50472799)	5	156	7	20	11	1033	8	195	1	8	18	2021	1	136	572	19
IKZF2	50	1253	23	725	41	4507	1405	8491	88	5225	175	11197	178	18233	7658	131
IKZF3	8	511	5	120	22	2256	170	1282	15	755	70	3847	66	7593	5871	121
IKZF4	1	37	1	53	2	150	25	113	5	59	3	261	4	251	276	10
IKZF5	0	84	3	32	2	179	38	303	6	142	12	443	4	475	342	11
IL10	0	5	0	0	0	35	0	7	0	2	0	12	1	8	28	2
IL10RA	6	114	0	47	11	754	8	163	0	39	18	966	3	187	428	10
IL10RB	3	95	4	62	12	1267	134	1920	15	1580	23	1227	19	1788	784	10
IL11	0	0	2	0	1	22	5	5	0	5	0	32	1	15	55	3
IL11RA	0	15	0	7	0	71	4	70	1	26	2	81	0	105	115	7
IL12A	0	9	0	3	0	23	0	3	0	2	0	16	0	16	21	0
IL12B	0	1	0	0	0	12	0	12	0	0	0	4	0	11	9	0
IL12RB1	0	4	0	2	3	133	2	27	0	3	1	145	0	26	81	0
IL12RB2	1	24	2	5	2	173	0	31	0	1	3	84	0	15	96	1
IL13	0	0	0	0	1	6	0	0	0	0	0	1	0	4	4	0
IL13RA1	16	442	9	62	36	5927	218	2913	15	2999	39	3032	33	3077	3352	66
IL13RA2	0	1	0	0	0	29	3	6	0	4	0	266	0	59	117	0
IL15	1	17	0	27	1	158	4	61	0	21	1	136	0	63	124	0
IL15RA	1	53	0	42	7	443	3	71	0	31	0	181	0	72	390	3
IL16	1	143	1	54	4	759	7	185	1	29	8	1106	3	272	360	9
IL17A	0	4	0	0	0	29	0	0	0	0	0	73	0	12	3	0
IL17B	0	1	0	0	0	0	1	0	0	0	0	2	0	5	1	0
IL17C	0	2	0	0	0	0	0	0	0	0	0	3	0	0	1	0
IL17D	0	7	0	0	0	13	0	13	0	14	0	22	1	79	118	4
IL17F	0	0	0	0	0	9	0	0	0	0	0	26	0	4	1	0
IL17RA	23	292	7	89	19	1274	154	1417	19	1140	35	2196	33	2017	1609	23
IL17RB	1	15	0	6	0	31	1	47	0	32	0	89	3	237	69	0
IL17RC	2	26	1	5	1	309	22	450	1	214	2	304	4	466	721	4
IL17RD	4	78	0	6	2	465	28	269	1	358	6	563	7	983	599	15
IL17RE	0	5	0	1	1	76	4	95	1	55	0	149	2	180	202	4
IL17REL	0	1	0	0	0	2	0	0	0	0	0	3	0	16	2	0
IL18	0	42	0	17	0	435	38	499	1	36	6	351	1	216	105	1
IL18BP	1	179	3	78	1	428	21	114	2	68	5	517	9	523	323	6
IL18R1	0	84	0	31	9	688	6	133	1	85	5	554	1	178	442	4
IL18RAP	1	18	0	2	3	110	0	11	0	1	0	173	0	32	94	0
IL19	0	7	0	1	0	1	0	3	0	0	0	50	0	12	16	0
IL1A	1	17	2	3	0	61	21	109	1	1	3	1393	5	511	491	4
IL1B	2	61	1	1	3	227	0	11	1	4	3	3556	0	78	259	1
IL1F10	0	0	0	0	0	1	0	0	0	0	0	1	0	1	5	0
IL1R1	7	256	5	62	27	2183	185	2175	6	836	42	3688	23	2867	6492	238
IL1R2	0	14	0	0	0	98	0	3	0	0	0	158	0	81	66	0
IL1RAP	8	270	6	159	25	2731	69	1289	4	363	18	1637	8	1029	1251	20
IL1RAPL1	0	0	0	0	0	15	0	15	0	0	0	22	0	51	38	3
IL1RAPL2	4	188	0	162	2	237	4	15	0	7	16	1005	1	119	25	1
IL1RL1	2	28	1	3	11	461	1	25	0	2	0	189	2	161	111	2
IL1RL2	0	60	0	17	1	112	20	185	4	127	3	230	5	375	291	8
IL1RN	13	171	3	27	8	393	123	2371	7	546	14	2427	12	1237	5008	48
IL2	0	1	0	0	0	3	0	0	0	0	0	3	0	14	19	1
IL20	0	0	0	0	0	0	0	1	0	0	0	7	0	7	11	0
IL20RA	7	421	3	82	5	548	182	2604	11	1308	27	1719	39	3833	588	10
IL20RB	9	86	4	323	4	136	18	165	2	18	3	80	1	97	122	4
IL21	0	0	0	2	0	2	0	0	0	0	0	14	0	3	4	0
IL21R	1	28	1	8	5	255	1	24	0	0	2	265	0	26	80	12
IL22	0	0	0	0	0	0	0	0	0	0	0	2	0	6	4	0
IL22RA1	1	7	1	3	0	16	5	35	0	42	2	72	1	72	75	0
IL22RA2	0	4	0	0	0	90	0	5	0	0	1	14	0	8	6	0
IL23A	1	15	0	2	0	40	9	100	1	89	1	232	2	167	25	2
IL23R	0	7	0	1	0	23	0	8	0	0	1	67	0	30	17	0
IL24	0	0	0	0	0	40	1	7	0	8	0	246	0	17	59	0
IL25	0	0	0	0	0	0	2	5	0	0	0	2	0	3	4	0
IL26	0	5	1	0	0	6	0	0	0	0	0	16	0	5	2	0
IL27	0	0	0	0	0	8	0	0	0	0	0	0	0	0	5	0
IL27RA	0	36	0	6	4	158	2	55	1	13	3	376	1	133	201	5
IL28A	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0
IL28B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
IL28RA	3	113	1	36	3	289	47	397	3	304	11	681	7	687	301	2
IL29	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0
IL2RA	0	53	1	11	3	403	3	99	0	31	5	513	0	98	301	9
IL2RB	2	31	2	4	4	419	4	67	0	2	0	468	1	49	268	12
IL2RG	4	67	2	19	7	485	5	94	0	4	4	799	1	78	164	5
IL3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
IL31	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0
IL31RA	0	0	0	0	0	7	1	0	0	1	0	10	0	9	25	0
IL32	1	107	2	9	17	1054	10	95	0	15	4	1362	0	126	760	34
IL33	14	90	3	214	8	1127	49	837	2	326	17	423	2	299	27	6
IL34	1	4	0	0	0	39	0	10	1	1	0	23	0	17	35	1
IL36A	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
IL36B	0	0	0	0	0	0	0	0	0	1	0	1	0	11	25	0
IL36G	1	5	2	0	0	2	0	1	0	0	0	71	0	0	5	0
IL36RN	1	1	0	0	0	0	1	6	0	0	0	55	0	34	15	0
IL37	0	2	0	0	0	5	0	0	1	3	0	8	1	14	3	1
IL3RA (NC_000023 1455508..1501582)	0	1	0	4	1	41	4	49	0	7	1	122	1	117	41	1
IL3RA (NC_000024 1405508..1451582)	0	6	0	2	0	71	1	48	0	17	0	150	0	107	39	1
IL4	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0
IL4I1	0	40	1	26	1	158	9	51	0	8	4	296	1	64	204	3
IL4R	20	672	12	264	26	1434	268	1920	24	787	59	3712	35	1881	1831	67
IL5	0	0	0	0	0	0	0	0	0	0	0	2	0	5	1	0
IL5RA	0	1	0	0	0	24	0	10	0	1	0	23	0	45	25	0
IL6	0	8	1	2	1	20	0	6	0	0	0	73	0	11	34	4
IL6R	2	76	2	24	14	544	28	245	2	76	11	1647	3	176	273	11
IL6ST	38	962	15	308	70	8155	396	6776	30	2465	141	12443	74	11520	7226	186
IL7	2	32	0	28	1	352	43	321	3	45	4	200	1	62	173	1
IL7R	9	673	6	33	18	2055	19	347	0	9	30	6044	1	289	600	31
IL8	3	196	19	35	7	685	6	78	0	5	5	5506	2	84	425	1
IL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
IL9R (NC_000023 155227245..155240482)	2	28	1	5	0	33	5	104	2	39	2	186	2	67	103	3
IL9R (NC_000024 59330251..59343488)	0	7	0	4	1	33	6	91	0	53	2	154	2	85	100	1
ILDR1	5	112	1	58	3	527	31	380	1	164	1	390	5	578	537	10
ILDR2	1	16	1	1	0	30	3	60	1	19	0	140	0	85	293	13
ILF2	27	1879	15	147	24	3346	338	5025	31	3615	80	8779	129	20012	10116	108
ILF3	57	2265	36	864	67	5946	914	6144	104	5445	230	12828	262	19372	10643	246
ILK	3	120	3	64	15	1343	89	1811	8	1512	22	1483	14	1739	1448	29
ILKAP	7	213	1	113	7	717	79	531	5	428	14	1372	21	1360	631	15
ILVBL	1	101	0	37	5	344	55	687	7	848	4	614	8	1240	796	13
IMMP1L	0	12	0	8	3	71	8	83	1	42	2	99	2	126	150	0
IMMP2L	2	44	1	21	0	168	27	352	3	269	4	633	4	511	138	9
IMMT	12	746	7	192	24	2264	155	2394	18	1879	50	3599	65	6338	8337	104
IMP3	3	97	3	23	8	625	105	1140	6	624	24	825	15	1452	714	16
IMP4	4	95	3	43	7	444	18	522	0	263	10	619	7	998	1258	18
IMPA1	6	89	1	79	10	1061	105	1254	8	681	22	1051	15	1668	1108	24
IMPA2	3	114	1	16	2	192	7	76	1	93	3	111	3	205	241	2
IMPACT	5	262	4	66	17	1984	152	1340	15	717	36	2279	22	3092	2196	60
IMPAD1	22	506	23	194	26	5919	496	5531	34	3876	55	5215	61	9472	3178	67
IMPDH1	3	182	0	19	15	858	36	790	4	616	15	991	12	807	987	17
IMPDH2	22	1263	3	103	12	2539	290	5329	21	3464	50	4087	74	11299	4010	61
IMPG1	0	0	0	1	0	3	0	6	0	0	1	9	0	24	24	0
IMPG2	1	17	0	14	2	88	11	83	0	35	1	259	1	140	242	4
INA	5	432	1	25	2	83	78	450	4	544	18	1870	19	2727	22152	306
INADL	68	1802	29	1520	81	6535	1775	10722	157	5917	252	13642	230	14081	3304	110
INCA1	0	0	0	3	0	19	0	8	0	16	1	19	1	37	13	0
INCENP	5	220	3	41	8	731	40	310	4	276	13	909	32	2588	1715	40
INF2	7	604	6	372	8	1090	175	1876	26	1099	31	2188	24	1661	1776	55
ING1	3	95	5	29	3	373	64	673	8	475	8	722	9	1137	862	25
ING2	4	145	0	22	4	176	34	210	1	210	6	481	6	529	446	9
ING3	4	224	2	61	6	689	73	760	10	591	18	1412	15	2101	778	12
ING4	3	108	1	61	3	499	30	803	5	654	14	963	12	1336	945	23
ING5	7	184	1	90	4	793	79	753	8	372	12	990	18	1334	429	8
INHA	0	2	0	2	0	0	0	0	1	4	0	5	2	6	1	0
INHBA	1	10	1	4	4	210	10	35	1	11	12	868	1	130	434	77
INHBB	4	25	0	12	4	51	100	540	10	465	9	155	3	88	98	12
INHBC	0	0	0	0	0	1	0	1	0	0	0	0	0	3	2	0
INHBE	0	0	0	0	0	15	0	1	0	0	0	4	0	3	6	2
INIP	0	40	1	20	1	443	12	339	2	271	2	446	3	737	1047	10
INMT	4	33	0	5	2	90	7	172	1	42	4	255	2	139	164	10
INO80	19	726	11	338	19	2267	295	2461	32	1324	75	3922	67	4542	3236	50
INO80B	4	295	3	128	5	403	50	546	8	375	18	1155	10	952	598	16
INO80C	5	41	0	31	1	155	28	246	0	154	2	368	5	413	134	3
INO80D	35	1424	22	513	40	4436	790	4559	43	1643	121	7898	140	9489	5318	120
INO80E	5	114	2	62	2	323	30	456	5	354	5	537	4	694	482	7
INPP1	4	163	6	113	38	2148	95	956	8	617	17	1083	18	1189	972	21
INPP4A	18	543	6	260	23	2018	286	2330	24	1162	78	5753	93	6267	13185	216
INPP4B	19	855	2	578	9	1667	487	3868	61	2446	118	7893	101	7693	1754	35
INPP5A	4	196	3	21	6	484	105	1055	12	1012	19	1438	28	2504	1326	29
INPP5B	3	118	2	83	7	801	95	698	4	322	16	1070	13	1166	857	15
INPP5D (NC_000002 233925035..233995880)	1	81	4	35	3	413	19	262	2	131	5	751	5	582	180	2
INPP5D (NC_000002 234054794..234116549)	5	137	5	126	11	787	98	1139	9	423	15	2676	19	2185	425	10
INPP5E	1	53	0	21	3	138	20	164	1	176	4	299	8	508	214	5
INPP5F	10	269	1	50	15	724	106	1203	12	1195	27	1759	26	2575	1595	23
INPP5J	0	16	0	14	1	74	0	24	1	13	0	37	0	33	67	0
INPP5K	3	51	0	40	9	595	22	393	4	334	3	675	7	852	555	8
INPPL1	10	693	6	267	15	2138	174	2029	17	1505	48	2977	72	4094	1897	46
INS-IGF2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
INSC	0	0	0	1	0	2	0	11	0	9	1	8	0	11	15	1
INSIG1	5	142	3	21	4	779	44	527	7	348	10	2107	17	2271	7796	173
INSIG2	8	149	4	69	6	830	152	974	12	516	24	1309	26	1648	2168	45
INSL3	0	3	0	1	0	10	0	4	0	2	0	8	0	3	2	0
INSL4	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	0
INSL5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
INSL6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
INSM1	0	0	0	0	0	1	0	0	0	0	0	10	0	1	4	0
INSM2	0	0	0	0	0	4	0	1	0	1	0	1	0	15	5	0
INSR	30	1367	13	767	45	4956	663	5797	89	3326	187	12969	182	13312	5393	138
INSRR	0	0	0	0	0	2	0	0	0	0	0	1	0	10	13	0
INTS1	14	516	11	242	30	2003	184	2215	17	1662	30	3134	46	5055	3419	50
INTS10	12	292	4	168	13	2118	66	1042	3	437	17	2272	8	1629	2103	25
INTS12	3	94	2	37	6	571	51	370	4	275	8	684	9	829	595	13
INTS2	5	103	3	145	15	1178	120	1531	8	1019	24	2027	23	3055	2210	26
INTS3	31	839	18	516	41	3181	573	5453	58	2757	99	7547	105	8210	3756	98
INTS4	0	113	1	117	8	1151	91	1128	9	703	8	1458	26	3276	1213	14
INTS5	1	48	0	18	0	342	11	357	2	294	2	393	8	776	659	6
INTS6	14	525	5	218	14	2229	420	4014	37	2054	51	5121	48	6113	3473	64
INTS7	11	229	4	130	13	957	91	1293	10	722	20	2509	25	3428	2210	17
INTS8	11	562	5	356	24	3398	270	3184	19	2266	34	3973	35	5500	6169	83
INTS9	2	66	1	35	1	358	24	293	3	147	3	601	4	422	457	8
INTU	3	160	0	85	1	420	58	579	0	240	7	941	9	874	869	5
INVS	3	165	3	76	5	601	40	609	6	402	13	1213	13	919	1142	17
IP6K1	6	348	2	77	5	908	64	1189	7	839	19	1785	20	2344	1914	20
IP6K2	14	492	9	485	15	1664	226	2411	17	1423	68	4360	50	4366	2442	51
IP6K3	0	6	0	0	0	2	2	10	0	1	1	13	0	22	6	0
IPCEF1	3	170	1	55	8	953	84	770	5	49	8	1188	7	522	156	2
IPMK	6	161	3	26	2	751	71	946	6	527	19	1286	19	1879	1691	22
IPO11	2	197	4	135	7	1105	88	1085	8	730	18	1940	17	3476	1529	20
IPO13	2	119	3	74	3	553	40	653	1	633	13	834	15	896	1468	13
IPO4	8	282	3	31	6	470	38	862	1	595	17	1221	18	2594	2059	19
IPO5	31	597	17	242	45	6432	602	9427	54	6779	72	7275	72	14192	7818	90
IPO7	46	1221	23	386	52	8843	777	8113	63	5327	111	6939	83	12098	13824	218
IPO8	16	562	11	211	33	2692	292	2670	16	1710	62	5032	69	6381	5207	86
IPO9	33	882	16	254	38	2758	468	3133	45	2039	97	6196	166	9764	5815	120
IPP	0	91	2	60	9	513	102	669	2	342	13	1083	13	1306	732	15
IPPK	5	110	6	35	8	354	25	339	4	269	4	490	10	579	927	14
IQCA1	0	75	2	2	4	16	152	1407	10	558	3	73	2	83	14	6
IQCB1	3	274	1	171	6	1099	76	848	9	459	20	1759	18	2026	2181	29
IQCC	0	17	0	11	0	89	5	97	1	64	3	160	3	243	104	1
IQCD	0	5	0	2	0	9	1	7	0	0	1	46	2	37	57	5
IQCE	4	239	3	80	4	739	104	777	11	597	30	1690	24	1719	1497	30
IQCF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
IQCF2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0
IQCF3	0	1	0	1	0	0	0	2	0	0	0	9	0	14	11	0
IQCF5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
IQCF6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
IQCG	1	115	0	56	7	347	18	357	5	137	8	714	4	548	636	9
IQCH	0	31	1	31	1	91	26	164	2	61	3	399	8	290	190	3
IQCJ	0	2	0	3	0	0	0	1	0	0	0	0	0	11	16	0
IQCJ-SCHIP1	0	13	1	14	0	175	12	211	1	141	2	271	5	303	183	7
IQCK	0	33	0	26	0	128	20	234	4	107	5	327	4	647	248	9
IQGAP1	114	4751	60	921	176	23746	1918	22335	177	16855	427	35668	354	53252	19228	369
IQGAP2	6	205	1	32	11	872	13	183	0	70	17	1918	10	1139	1126	22
IQGAP3	10	373	6	64	5	650	41	328	9	748	17	1074	40	3145	1022	17
IQSEC1	14	686	12	213	17	1592	222	2077	27	2163	63	3336	50	2898	5004	113
IQSEC2	3	127	3	82	5	409	59	375	2	338	11	554	6	364	789	19
IQSEC3	0	4	0	1	1	11	0	4	0	3	0	15	0	19	326	3
IQUB	0	2	0	1	0	47	2	7	0	2	0	41	0	41	65	4
IRAK1	12	958	6	135	38	4058	137	1693	16	1982	44	2403	50	3844	5348	63
IRAK1BP1	1	21	0	2	0	80	7	92	1	73	1	144	3	223	84	0
IRAK2	2	87	1	85	4	517	42	342	2	213	25	1093	21	2232	3332	46
IRAK3	6	337	4	321	22	2064	92	1124	9	311	29	2926	10	1115	554	33
IRAK4	2	140	6	127	6	1284	109	1071	11	793	14	1486	20	1427	1152	27
IREB2	17	459	7	239	24	3956	341	2981	28	1932	79	5788	54	8323	4645	74
IRF1	3	347	9	333	29	3839	46	1016	4	300	29	2191	9	833	4512	42
IRF2	7	553	7	181	10	1449	141	2576	8	1147	18	2766	38	4175	3308	47
IRF2BP1	0	95	1	8	5	140	23	296	3	261	1	310	3	452	347	9
IRF2BP2	26	1541	29	170	33	4953	537	7416	36	4655	77	6564	67	8304	6282	95
IRF2BPL	15	293	5	83	6	862	149	1718	11	1414	31	2062	32	3433	5485	110
IRF3	4	103	8	97	12	396	91	491	20	414	21	609	16	619	734	32
IRF4	4	122	5	63	13	1211	10	94	0	2	21	2660	0	49	159	4
IRF5	2	109	0	26	3	218	50	685	9	677	8	642	6	1244	1222	19
IRF6	58	2301	21	286	53	3990	785	9203	47	4814	175	10214	196	19974	17754	259
IRF7	1	30	0	17	2	244	10	183	1	57	2	171	0	118	332	8
IRF8	1	36	1	11	4	963	5	104	0	13	4	434	0	82	237	6
IRF9	5	312	5	105	17	1351	105	1617	9	418	27	1711	19	1258	2754	39
IRG1	0	0	0	1	0	1	0	0	0	0	0	0	0	8	4	0
IRGC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
IRGM	0	3	0	0	1	3	0	1	0	0	0	7	0	10	21	1
IRGQ	12	452	15	157	21	1759	182	1687	34	1714	65	3820	51	4392	3816	78
IRS1	28	1142	17	469	25	2948	682	5762	48	2179	114	6776	64	7104	3700	72
IRS2	2	30	1	8	2	91	92	313	4	218	19	618	30	1872	708	18
IRS4	1	25	0	2	0	14	4	43	0	149	1	9	0	96	9	1
IRX1	0	0	0	0	0	2	0	0	0	0	0	1	0	2	1	0
IRX2	2	118	0	1	0	0	3	14	0	1	0	9	1	19	4	0
IRX3	2	627	0	61	1	501	22	323	4	288	4	134	2	75	530	7
IRX4	2	4	0	0	0	0	0	1	0	1	0	1	0	1	37	0
IRX5	3	363	1	41	5	176	14	160	6	160	0	63	1	57	71	3
IRX6	0	1	0	0	0	0	0	0	0	0	0	0	0	10	9	0
ISCA1	0	100	0	21	4	535	45	807	2	570	11	803	7	1222	1329	22
ISCA2	1	22	0	12	3	188	12	231	2	181	1	228	2	362	256	5
ISCU	8	382	9	137	19	2301	152	2520	14	1691	54	2509	31	3838	3535	51
ISG15	0	49	2	22	0	459	4	634	1	274	1	567	1	539	3646	22
ISG20	0	33	0	12	0	113	0	39	0	17	0	188	0	64	260	1
ISG20L2	10	453	5	69	9	673	102	1267	7	870	25	1734	37	2635	1690	13
ISL1	0	0	0	0	0	3	0	0	0	0	1	5	0	21	3	0
ISL2	0	4	0	4	2	24	5	74	0	32	1	58	0	92	70	1
ISLR	0	21	3	2	7	332	2	29	0	6	2	343	0	94	244	47
ISLR2	0	2	0	0	0	24	0	0	0	0	0	6	1	16	7	3
ISM1	2	21	3	5	0	58	17	99	2	23	14	445	15	318	64	15
ISM2	0	1	0	0	0	17	0	0	0	1	0	7	0	13	42	0
ISOC1	2	85	2	45	3	514	95	1156	6	751	8	974	7	1756	3408	37
ISOC2	1	41	1	7	5	223	11	248	0	184	5	248	6	348	735	14
ISPD	1	94	2	40	1	203	21	216	5	141	8	760	4	634	164	5
IST1	10	1047	14	555	26	3265	392	6183	33	3798	85	6394	65	8656	11027	124
ISX	0	0	0	0	0	2	0	1	0	0	0	2	0	18	24	0
ISY1	9	161	2	30	2	678	36	675	2	489	14	815	11	1457	1249	22
ISY1-RAB43	1	147	3	57	10	949	54	852	3	563	18	1106	4	1362	1750	36
ISYNA1	0	12	2	44	0	357	30	398	8	158	10	768	13	1141	1470	23
ITCH	30	1193	16	366	63	8154	666	6494	84	5439	111	9054	101	11174	9865	139
ITFG1	6	609	6	200	7	1845	140	2823	9	2114	24	3017	18	4664	2552	26
ITFG2	2	162	3	118	6	538	67	759	3	450	12	1125	14	1406	575	17
ITFG3	2	173	5	49	8	681	42	612	1	584	6	920	13	1411	1996	28
ITGA1	12	451	5	71	10	2762	107	2106	19	1288	55	9388	65	9082	3654	88
ITGA10	1	27	0	15	1	81	9	53	0	23	4	177	2	144	119	2
ITGA11	4	48	3	6	4	377	10	182	0	50	4	1046	8	653	509	56
ITGA2	27	1708	17	331	24	3539	555	7615	43	3793	135	10744	105	14451	1603	36
ITGA2B	0	3	0	0	0	25	0	2	1	4	0	15	0	25	38	1
ITGA3	31	1130	32	1442	91	7612	1420	20623	165	22321	193	10209	119	9201	5275	170
ITGA4	2	239	6	47	20	2531	39	596	3	183	25	4472	15	2219	1439	34
ITGA5	10	148	3	41	15	1178	38	786	6	830	13	2359	17	1688	1365	59
ITGA6	39	1805	28	537	114	13444	1427	15033	80	4806	208	12058	155	23225	10658	165
ITGA7	0	47	1	23	1	171	7	105	1	56	4	266	6	284	131	9
ITGA8	2	120	2	52	7	653	30	456	1	70	6	1313	7	1553	720	24
ITGA9	0	44	0	40	11	581	13	222	0	43	2	514	5	404	278	2
ITGAD	0	2	0	1	0	12	0	2	0	2	0	11	1	8	35	0
ITGAE	1	44	1	28	3	633	6	168	1	107	3	257	2	307	265	3
ITGAL	2	198	1	59	13	1361	2	186	0	14	7	1795	3	124	558	18
ITGAM	0	40	0	8	3	222	2	68	1	23	2	519	2	94	303	6
ITGAV	46	1710	20	421	91	12891	887	11899	38	4557	159	16334	99	18744	4761	222
ITGAX	0	54	0	41	12	668	7	70	0	9	5	919	1	72	492	12
ITGB1	114	3338	59	748	279	27837	2328	29905	260	30485	426	37888	436	60348	28817	752
ITGB1BP1	4	156	1	34	2	491	64	684	4	616	24	1657	23	2156	1676	23
ITGB1BP2	1	8	0	8	1	30	3	21	0	20	3	88	4	85	75	10
ITGB2	7	106	0	39	8	1240	5	241	0	29	5	976	3	125	562	7
ITGB3	0	25	1	7	1	226	5	93	1	93	5	490	5	475	240	6
ITGB3BP	3	88	0	31	1	397	35	305	1	341	9	798	7	1631	472	5
ITGB4	28	1485	24	1435	69	8723	808	15414	90	13385	134	9365	154	19118	7205	99
ITGB5	9	484	3	42	20	2161	157	2270	17	4103	33	1857	19	2753	1753	51
ITGB6	16	677	10	427	18	3236	489	6524	24	2575	125	6849	56	5505	2905	77
ITGB7	0	27	0	47	2	249	11	113	1	118	1	228	2	206	234	2
ITGB8	8	162	13	44	23	2764	95	1051	11	1029	49	4406	24	3952	779	34
ITGBL1	3	22	1	4	4	87	26	154	3	29	3	318	5	328	344	75
ITIH1	0	1	0	0	0	0	0	0	0	0	0	3	0	5	15	0
ITIH2	0	6	0	33	0	57	12	85	1	0	0	37	0	15	19	2
ITIH3	0	0	0	0	0	7	1	5	0	2	0	26	0	19	17	2
ITIH4	1	31	2	79	1	182	11	193	1	54	1	190	3	79	273	7
ITIH5	2	218	0	28	7	430	35	697	3	184	12	2291	18	2766	923	26
ITIH6	1	17	0	0	0	0	3	10	1	12	1	50	1	49	59	0
ITK	0	119	2	18	1	580	3	97	0	8	13	1144	0	67	242	8
ITLN1	0	0	0	2	0	149	22	321	1	4	1	27	1	12	6	0
ITLN2	0	0	0	1	0	0	0	0	0	1	1	9	0	11	9	0
ITM2A	0	28	0	8	1	335	3	241	0	37	3	489	3	796	248	1
ITM2B	55	1681	36	862	72	15175	1492	33171	51	13630	186	22829	99	24688	9375	160
ITM2C	24	1173	7	240	18	2422	407	6956	28	5660	56	6839	61	9050	7995	82
ITPA	1	109	3	32	5	394	100	704	11	452	11	777	15	958	423	8
ITPK1	2	198	0	83	6	655	32	598	5	414	9	732	12	735	927	9
ITPKA	0	3	0	0	0	20	0	1	0	3	0	6	0	8	8	0
ITPKB	8	310	5	73	16	943	133	1338	18	1023	29	2473	30	2989	1671	31
ITPKC	5	228	4	99	9	499	87	848	8	880	13	1107	20	1073	2650	49
ITPR1	8	522	4	176	15	1984	79	986	5	341	27	2844	23	1607	4822	72
ITPR2	17	768	20	425	44	5134	295	2393	41	1949	109	7919	72	4678	3985	113
ITPR3	26	1511	17	468	48	4071	367	4758	44	4595	79	5260	85	5946	3255	57
ITPRIP	8	116	4	27	7	387	42	314	3	283	8	549	12	339	278	25
ITPRIPL1	1	12	0	2	0	47	0	8	0	13	1	51	1	67	32	0
ITPRIPL2	46	2574	16	647	56	7686	814	8679	70	4255	140	8228	96	9968	3405	79
ITSN1	11	383	9	136	19	1342	233	1449	15	1462	48	2766	65	4938	1979	66
ITSN2	47	1618	12	477	32	3177	756	3890	78	2209	120	7413	115	6908	9255	193
IVD	9	193	1	152	21	1238	94	1262	14	631	34	1777	21	2387	2423	38
IVL	42	906	12	34	21	119	1043	6556	145	6508	125	5217	173	14758	3120	82
IVNS1ABP	40	1514	23	521	58	4624	638	7778	60	4507	181	14058	243	28223	9490	144
IWS1	13	808	17	255	45	2423	366	2755	43	1472	72	4429	76	5051	4535	113
IYD	2	78	4	18	1	147	30	303	1	89	3	449	0	75	44	0
IZUMO1	0	1	1	1	0	7	0	4	0	1	1	12	0	25	21	1
IZUMO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IZUMO3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0
IZUMO4	0	3	0	6	0	14	0	40	0	11	0	48	0	43	12	0
